"subject","activity","feature","measurement"
21,"walking_upstairs","tBodyAccmeanX",0.265194544680851
21,"walking_downstairs","tBodyAccmeanX",0.3014610196
21,"sitting","tBodyAccmeanX",0.277539616823529
21,"standing","tBodyAccmeanX",0.27695224258427
21,"laying","tBodyAccmeanX",0.271325472455556
22,"walking","tBodyAccmeanX",0.27886459
22,"walking_upstairs","tBodyAccmeanX",0.248391534566667
22,"walking_downstairs","tBodyAccmeanX",0.284458963861111
22,"sitting","tBodyAccmeanX",0.273583822709677
22,"standing","tBodyAccmeanX",0.279053861587302
22,"laying","tBodyAccmeanX",0.279959721194444
23,"walking","tBodyAccmeanX",0.273211884237288
23,"walking_upstairs","tBodyAccmeanX",0.249995171031373
23,"walking_downstairs","tBodyAccmeanX",0.289897411148148
23,"sitting","tBodyAccmeanX",0.273351251617647
23,"standing","tBodyAccmeanX",0.277899323235294
23,"laying","tBodyAccmeanX",0.274038007986111
24,"walking","tBodyAccmeanX",0.276980816034483
24,"walking_upstairs","tBodyAccmeanX",0.269881106779661
24,"walking_downstairs","tBodyAccmeanX",0.288631208909091
24,"sitting","tBodyAccmeanX",0.273475690147059
24,"standing","tBodyAccmeanX",0.280348883913043
24,"laying","tBodyAccmeanX",0.272850494930556
25,"walking","tBodyAccmeanX",0.278992759054054
25,"walking_upstairs","tBodyAccmeanX",0.277995411384615
25,"walking_downstairs","tBodyAccmeanX",0.291329666206897
25,"sitting","tBodyAccmeanX",0.278541482461538
25,"standing","tBodyAccmeanX",0.278013701621622
25,"laying","tBodyAccmeanX",0.250791828613699
26,"walking","tBodyAccmeanX",0.279264443728814
26,"walking_upstairs","tBodyAccmeanX",0.272691394545455
26,"walking_downstairs","tBodyAccmeanX",0.2792845828
26,"sitting","tBodyAccmeanX",0.258243530166667
26,"standing","tBodyAccmeanX",0.281127035405405
26,"laying","tBodyAccmeanX",0.271645864540789
27,"walking","tBodyAccmeanX",0.276849485438596
27,"walking_upstairs","tBodyAccmeanX",0.265770253921569
27,"walking_downstairs","tBodyAccmeanX",0.2975441875
27,"sitting","tBodyAccmeanX",0.273941302571429
27,"standing","tBodyAccmeanX",0.279566921625
27,"laying","tBodyAccmeanX",0.274102492432432
28,"walking","tBodyAccmeanX",0.281228223888889
28,"walking_upstairs","tBodyAccmeanX",0.262005841764706
28,"walking_downstairs","tBodyAccmeanX",0.293642076521739
28,"sitting","tBodyAccmeanX",0.276977629444444
28,"standing","tBodyAccmeanX",0.277795069113924
28,"laying","tBodyAccmeanX",0.2759134825
29,"walking","tBodyAccmeanX",0.271999916792453
29,"walking_upstairs","tBodyAccmeanX",0.265423066877551
29,"walking_downstairs","tBodyAccmeanX",0.293140441083333
29,"sitting","tBodyAccmeanX",0.2771799775
29,"standing","tBodyAccmeanX",0.277965065846154
29,"laying","tBodyAccmeanX",0.287295196811594
30,"walking","tBodyAccmeanX",0.276406758
30,"walking_upstairs","tBodyAccmeanX",0.271415642261538
30,"walking_downstairs","tBodyAccmeanX",0.283190646967742
30,"sitting","tBodyAccmeanX",0.268336081379032
30,"standing","tBodyAccmeanX",0.277112699152542
30,"laying","tBodyAccmeanX",0.281033900571429
1,"walking","tBodyAccmeanY",-0.0173838185273684
1,"walking_upstairs","tBodyAccmeanY",-0.0239531492643396
1,"walking_downstairs","tBodyAccmeanY",-0.00991850461020408
1,"sitting","tBodyAccmeanY",-0.00130828765170213
1,"standing","tBodyAccmeanY",-0.0161375901037736
1,"laying","tBodyAccmeanY",-0.0405139534294
2,"walking","tBodyAccmeanY",-0.0185949199145763
2,"walking_upstairs","tBodyAccmeanY",-0.0214121132045833
2,"walking_downstairs","tBodyAccmeanY",-0.0226614158361702
2,"sitting","tBodyAccmeanY",-0.0156879937282609
2,"standing","tBodyAccmeanY",-0.0184208270166667
2,"laying","tBodyAccmeanY",-0.0181587397583333
3,"walking","tBodyAccmeanY",-0.0171767844203448
3,"walking_upstairs","tBodyAccmeanY",-0.0324109410555932
3,"walking_downstairs","tBodyAccmeanY",-0.0193554079328571
3,"sitting","tBodyAccmeanY",-0.00350299841730769
3,"standing","tBodyAccmeanY",-0.0143376555065574
3,"laying","tBodyAccmeanY",-0.0189556785048387
4,"walking","tBodyAccmeanY",-0.0148399475341667
4,"walking_upstairs","tBodyAccmeanY",-0.0319804295729615
4,"walking_downstairs","tBodyAccmeanY",-0.00980200850666667
4,"sitting","tBodyAccmeanY",-0.007163065158
4,"standing","tBodyAccmeanY",-0.00948911098553571
4,"laying","tBodyAccmeanY",-0.0150031841055556
5,"walking","tBodyAccmeanY",-0.0172850317482679
5,"walking_upstairs","tBodyAccmeanY",-0.0325269755153191
5,"walking_downstairs","tBodyAccmeanY",-0.00850107533191489
5,"sitting","tBodyAccmeanY",-0.00990083527045455
5,"standing","tBodyAccmeanY",-0.00700418554517857
5,"laying","tBodyAccmeanY",-0.0183042123269231
6,"walking","tBodyAccmeanY",-0.0168954189082456
6,"walking_upstairs","tBodyAccmeanY",-0.0272425385070588
6,"walking_downstairs","tBodyAccmeanY",-0.019536840063125
6,"sitting","tBodyAccmeanY",-0.0145911615290909
6,"standing","tBodyAccmeanY",-0.0181236327175439
6,"laying","tBodyAccmeanY",-0.0102529170561404
7,"walking","tBodyAccmeanY",-0.018653665345614
7,"walking_upstairs","tBodyAccmeanY",-0.0275639005607843
7,"walking_downstairs","tBodyAccmeanY",-0.0166332372978723
7,"sitting","tBodyAccmeanY",-0.01461097580375
7,"standing","tBodyAccmeanY",-0.0145740341037736
7,"laying","tBodyAccmeanY",-0.0204411516884615
8,"walking","tBodyAccmeanY",-0.0186628865310417
8,"walking_upstairs","tBodyAccmeanY",-0.0282415136341463
8,"walking_downstairs","tBodyAccmeanY",-0.0211058674973684
8,"sitting","tBodyAccmeanY",-0.00672550621304348
8,"standing","tBodyAccmeanY",-0.0148113067148148
8,"laying","tBodyAccmeanY",-0.0212281733881481
9,"walking","tBodyAccmeanY",-0.0180891971284423
9,"walking_upstairs","tBodyAccmeanY",-0.0195101099975714
9,"walking_downstairs","tBodyAccmeanY",-0.0203994269075476
9,"sitting","tBodyAccmeanY",-0.02701677698
9,"standing","tBodyAccmeanY",-0.0200454954022222
9,"laying","tBodyAccmeanY",-0.020526821662
10,"walking","tBodyAccmeanY",-0.017022351190566
10,"walking_upstairs","tBodyAccmeanY",-0.0143854920340426
10,"walking_downstairs","tBodyAccmeanY",-0.0200050770710526
10,"sitting","tBodyAccmeanY",-0.015042681852037
10,"standing","tBodyAccmeanY",-0.0155418603409091
10,"laying","tBodyAccmeanY",-0.024294484137931
11,"walking","tBodyAccmeanY",-0.0166475833623729
11,"walking_upstairs","tBodyAccmeanY",-0.0303157822055556
11,"walking_downstairs","tBodyAccmeanY",-0.0178097721219565
11,"sitting","tBodyAccmeanY",-0.0149195616754717
11,"standing","tBodyAccmeanY",-0.0171990886595745
11,"laying","tBodyAccmeanY",-0.0176598052315789
12,"walking","tBodyAccmeanY",-0.015560927606
12,"walking_upstairs","tBodyAccmeanY",-0.0263574903403846
12,"walking_downstairs","tBodyAccmeanY",-0.018084266865793
12,"sitting","tBodyAccmeanY",-0.0157892988523529
12,"standing","tBodyAccmeanY",-0.0169002543196721
12,"laying","tBodyAccmeanY",-0.0175203917146667
13,"walking","tBodyAccmeanY",-0.0185660651947368
13,"walking_upstairs","tBodyAccmeanY",-0.0277392253910909
13,"walking_downstairs","tBodyAccmeanY",-0.0143723839108511
13,"sitting","tBodyAccmeanY",-0.00587732936326531
13,"standing","tBodyAccmeanY",-0.0167891993964912
13,"laying","tBodyAccmeanY",-0.020440454366129
14,"walking","tBodyAccmeanY",-0.0217785380966102
14,"walking_upstairs","tBodyAccmeanY",-0.0204388180024074
14,"walking_downstairs","tBodyAccmeanY",-0.0200141413657778
14,"sitting","tBodyAccmeanY",-0.00870565463888889
14,"standing","tBodyAccmeanY",-0.01520781344
14,"laying","tBodyAccmeanY",-0.0113424652490196
15,"walking","tBodyAccmeanY",-0.0170809740090741
15,"walking_upstairs","tBodyAccmeanY",-0.0287523860708333
15,"walking_downstairs","tBodyAccmeanY",-0.00563047804309524
15,"sitting","tBodyAccmeanY",-0.0117188472271186
15,"standing","tBodyAccmeanY",-0.0183516360396226
15,"laying","tBodyAccmeanY",-0.0166296542054167
16,"walking","tBodyAccmeanY",-0.0204286929452941
16,"walking_upstairs","tBodyAccmeanY",-0.0143654945011765
16,"walking_downstairs","tBodyAccmeanY",-0.0183898583787234
16,"sitting","tBodyAccmeanY",-0.0102497939956522
16,"standing","tBodyAccmeanY",-0.0165999672935897
16,"laying","tBodyAccmeanY",-0.0166103510562857
17,"walking","tBodyAccmeanY",-0.0184875403339344
17,"walking_upstairs","tBodyAccmeanY",-0.0228645614308333
17,"walking_downstairs","tBodyAccmeanY",-0.0167359404347826
17,"sitting","tBodyAccmeanY",-0.014156274084375
17,"standing","tBodyAccmeanY",-0.0174120064169231
17,"laying","tBodyAccmeanY",-0.0168462006729577
18,"walking","tBodyAccmeanY",-0.0178023631866071
18,"walking_upstairs","tBodyAccmeanY",-0.0222060684378914
18,"walking_downstairs","tBodyAccmeanY",-0.0168666920221818
18,"sitting","tBodyAccmeanY",-0.0128691279736842
18,"standing","tBodyAccmeanY",-0.0166353518150685
18,"laying","tBodyAccmeanY",-0.0173937684615385
19,"walking","tBodyAccmeanY",-0.0191773587903846
19,"walking_upstairs","tBodyAccmeanY",-0.0303986615775
19,"walking_downstairs","tBodyAccmeanY",-0.0145942275069487
19,"sitting","tBodyAccmeanY",-0.016739260030137
19,"standing","tBodyAccmeanY",-0.0154244056945205
19,"laying","tBodyAccmeanY",-0.0171426864421687
20,"walking","tBodyAccmeanY",-0.021199992245098
20,"walking_upstairs","tBodyAccmeanY",-0.0282258047588235
20,"walking_downstairs","tBodyAccmeanY",-0.00964120773155556
20,"sitting","tBodyAccmeanY",-0.0147229305131818
20,"standing","tBodyAccmeanY",-0.0180695049161644
20,"laying","tBodyAccmeanY",-0.0144406281132353
21,"walking","tBodyAccmeanY",-0.0181610317526923
21,"walking_upstairs","tBodyAccmeanY",-0.0237218695148936
21,"walking_downstairs","tBodyAccmeanY",-0.0173195390157778
21,"sitting","tBodyAccmeanY",-0.0144009705494118
21,"standing","tBodyAccmeanY",-0.0167084730205618
21,"laying","tBodyAccmeanY",-0.0184233048415556
22,"walking","tBodyAccmeanY",-0.0167213607957174
22,"walking_upstairs","tBodyAccmeanY",-0.0268622561133333
22,"walking_downstairs","tBodyAccmeanY",-0.0197999371686389
22,"sitting","tBodyAccmeanY",-0.0123468446419355
22,"standing","tBodyAccmeanY",-0.0158563207496825
22,"laying","tBodyAccmeanY",-0.0142629864502778
23,"walking","tBodyAccmeanY",-0.0183618711932203
23,"walking_upstairs","tBodyAccmeanY",-0.0323844029237255
23,"walking_downstairs","tBodyAccmeanY",-0.0162111457238889
23,"sitting","tBodyAccmeanY",-0.0133945015676471
23,"standing","tBodyAccmeanY",-0.0177475547867647
23,"laying","tBodyAccmeanY",-0.0216553835833333
24,"walking","tBodyAccmeanY",-0.0225446400534483
24,"walking_upstairs","tBodyAccmeanY",-0.0251979434569492
24,"walking_downstairs","tBodyAccmeanY",-0.0145730348310909
24,"sitting","tBodyAccmeanY",-0.0131255097938235
24,"standing","tBodyAccmeanY",-0.0144785340348986
24,"laying","tBodyAccmeanY",-0.0173555210111111
25,"walking","tBodyAccmeanY",-0.0186477624716216
25,"walking_upstairs","tBodyAccmeanY",-0.0269863524264615
25,"walking_downstairs","tBodyAccmeanY",-0.0210170522987931
25,"sitting","tBodyAccmeanY",-0.0147696808030769
25,"standing","tBodyAccmeanY",-0.0163569730274324
25,"laying","tBodyAccmeanY",-0.0188943663671233
26,"walking","tBodyAccmeanY",-0.0154259586949153
26,"walking_upstairs","tBodyAccmeanY",-0.0281633797398182
26,"walking_downstairs","tBodyAccmeanY",-0.01262580966778
26,"sitting","tBodyAccmeanY",-0.00713364541358974
26,"standing","tBodyAccmeanY",-0.0166608306652703
26,"laying","tBodyAccmeanY",-0.0191895728026316
27,"walking","tBodyAccmeanY",-0.0166478783221912
27,"walking_upstairs","tBodyAccmeanY",-0.0200953324078431
27,"walking_downstairs","tBodyAccmeanY",-0.0135564467159091
27,"sitting","tBodyAccmeanY",-0.0155269799285714
27,"standing","tBodyAccmeanY",-0.016593236445
27,"laying","tBodyAccmeanY",-0.0179867611216216
28,"walking","tBodyAccmeanY",-0.0156759722981481
28,"walking_upstairs","tBodyAccmeanY",-0.0279443943478431
28,"walking_downstairs","tBodyAccmeanY",-0.0220230465913043
28,"sitting","tBodyAccmeanY",-0.0185404441258333
28,"standing","tBodyAccmeanY",-0.0172635124672152
28,"laying","tBodyAccmeanY",-0.0167537858225
29,"walking","tBodyAccmeanY",-0.0162915600588679
29,"walking_upstairs","tBodyAccmeanY",-0.0299465312326531
29,"walking_downstairs","tBodyAccmeanY",-0.01494121505625
29,"sitting","tBodyAccmeanY",-0.016630680375
29,"standing","tBodyAccmeanY",-0.0172605869061538
29,"laying","tBodyAccmeanY",-0.0171965484202899
30,"walking","tBodyAccmeanY",-0.0175880385730769
30,"walking_upstairs","tBodyAccmeanY",-0.0253311698786154
30,"walking_downstairs","tBodyAccmeanY",-0.0174383900204839
30,"sitting","tBodyAccmeanY",-0.00804731295322581
30,"standing","tBodyAccmeanY",-0.0170163887813559
30,"laying","tBodyAccmeanY",-0.0194494098614286
1,"walking","tBodyAccmeanZ",-0.111148103547368
1,"walking_upstairs","tBodyAccmeanZ",-0.0973020020943396
1,"walking_downstairs","tBodyAccmeanZ",-0.107566190908163
1,"sitting","tBodyAccmeanZ",-0.104544182255319
1,"standing","tBodyAccmeanZ",-0.110601817735849
1,"laying","tBodyAccmeanZ",-0.11320355358
2,"walking","tBodyAccmeanZ",-0.105500357966102
2,"walking_upstairs","tBodyAccmeanZ",-0.152513899520833
2,"walking_downstairs","tBodyAccmeanZ",-0.116812942382979
2,"sitting","tBodyAccmeanZ",-0.109218272456522
2,"standing","tBodyAccmeanZ",-0.105908536055556
2,"laying","tBodyAccmeanZ",-0.107245610416667
3,"walking","tBodyAccmeanZ",-0.112674859827586
3,"walking_upstairs","tBodyAccmeanZ",-0.110064863437288
3,"walking_downstairs","tBodyAccmeanZ",-0.116139842908163
3,"sitting","tBodyAccmeanZ",-0.0983579203269231
3,"standing","tBodyAccmeanZ",-0.101621722633148
3,"laying","tBodyAccmeanZ",-0.101300477506452
4,"walking","tBodyAccmeanZ",-0.11140306485
4,"walking_upstairs","tBodyAccmeanZ",-0.114219455519231
4,"walking_downstairs","tBodyAccmeanZ",-0.1067775246
4,"sitting","tBodyAccmeanZ",-0.10587459588
4,"standing","tBodyAccmeanZ",-0.0961574905535714
4,"laying","tBodyAccmeanZ",-0.110688150314815
5,"walking","tBodyAccmeanZ",-0.107741776464286
5,"walking_upstairs","tBodyAccmeanZ",-0.107471453914894
5,"walking_downstairs","tBodyAccmeanZ",-0.100319930659574
5,"sitting","tBodyAccmeanZ",-0.108540300265909
5,"standing","tBodyAccmeanZ",-0.102171095696429
5,"laying","tBodyAccmeanZ",-0.107937603673077
6,"walking","tBodyAccmeanZ",-0.110303165877193
6,"walking_upstairs","tBodyAccmeanZ",-0.122082438784314
6,"walking_downstairs","tBodyAccmeanZ",-0.107209356208333
6,"sitting","tBodyAccmeanZ",-0.110127728709091
6,"standing","tBodyAccmeanZ",-0.112172831947368
6,"laying","tBodyAccmeanZ",-0.133119570368421
7,"walking","tBodyAccmeanZ",-0.110912234947368
7,"walking_upstairs","tBodyAccmeanZ",-0.143769688803922
7,"walking_downstairs","tBodyAccmeanZ",-0.096938308587234
7,"sitting","tBodyAccmeanZ",-0.122464597625
7,"standing","tBodyAccmeanZ",-0.0997778303207547
7,"laying","tBodyAccmeanZ",-0.101361036576923
8,"walking","tBodyAccmeanZ",-0.107252090833333
8,"walking_upstairs","tBodyAccmeanZ",-0.11512211995122
8,"walking_downstairs","tBodyAccmeanZ",-0.107598135394737
8,"sitting","tBodyAccmeanZ",-0.104461049130435
8,"standing","tBodyAccmeanZ",-0.106114996837037
8,"laying","tBodyAccmeanZ",-0.102245365611111
9,"walking","tBodyAccmeanZ",-0.110820512307692
9,"walking_upstairs","tBodyAccmeanZ",-0.125219003959184
9,"walking_downstairs","tBodyAccmeanZ",-0.0910278793952381
9,"sitting","tBodyAccmeanZ",-0.07537846886
9,"standing","tBodyAccmeanZ",-0.0952747481333333
9,"laying","tBodyAccmeanZ",-0.10754972144
10,"walking","tBodyAccmeanZ",-0.109057512132075
10,"walking_upstairs","tBodyAccmeanZ",-0.118180420834043
10,"walking_downstairs","tBodyAccmeanZ",-0.110848597247368
10,"sitting","tBodyAccmeanZ",-0.104253238796296
10,"standing","tBodyAccmeanZ",-0.107964083931818
10,"laying","tBodyAccmeanZ",-0.117168642362069
11,"walking","tBodyAccmeanZ",-0.106096304033898
11,"walking_upstairs","tBodyAccmeanZ",-0.106797216481481
11,"walking_downstairs","tBodyAccmeanZ",-0.111070149978261
11,"sitting","tBodyAccmeanZ",-0.112840218339623
11,"standing","tBodyAccmeanZ",-0.108686630425532
11,"laying","tBodyAccmeanZ",-0.108786578070175
12,"walking","tBodyAccmeanZ",-0.10316110632
12,"walking_upstairs","tBodyAccmeanZ",-0.107339730115385
12,"walking_downstairs","tBodyAccmeanZ",-0.10955593226087
12,"sitting","tBodyAccmeanZ",-0.106307228960784
12,"standing","tBodyAccmeanZ",-0.105526999754098
12,"laying","tBodyAccmeanZ",-0.108160125666667
13,"walking","tBodyAccmeanZ",-0.111431456192982
13,"walking_upstairs","tBodyAccmeanZ",-0.125767265890909
13,"walking_downstairs","tBodyAccmeanZ",-0.101993941531915
13,"sitting","tBodyAccmeanZ",-0.0972465110836735
13,"standing","tBodyAccmeanZ",-0.112124137754386
13,"laying","tBodyAccmeanZ",-0.104331864532258
14,"walking","tBodyAccmeanZ",-0.106756369135593
14,"walking_upstairs","tBodyAccmeanZ",-0.112279688983333
14,"walking_downstairs","tBodyAccmeanZ",-0.0928330165533333
14,"sitting","tBodyAccmeanZ",-0.100401490425926
14,"standing","tBodyAccmeanZ",-0.103817701790667
14,"laying","tBodyAccmeanZ",-0.0868333315509804
15,"walking","tBodyAccmeanZ",-0.107621819518519
15,"walking_upstairs","tBodyAccmeanZ",-0.116952464895833
15,"walking_downstairs","tBodyAccmeanZ",-0.110526066428571
15,"sitting","tBodyAccmeanZ",-0.11366125320339
15,"standing","tBodyAccmeanZ",-0.105910832679245
15,"laying","tBodyAccmeanZ",-0.118530240291667
16,"walking","tBodyAccmeanZ",-0.108804049803922
16,"walking_upstairs","tBodyAccmeanZ",-0.124074517745098
16,"walking_downstairs","tBodyAccmeanZ",-0.119873705148936
16,"sitting","tBodyAccmeanZ",-0.0891404038405797
16,"standing","tBodyAccmeanZ",-0.103657729076923
16,"laying","tBodyAccmeanZ",-0.107310493242857
17,"walking","tBodyAccmeanZ",-0.109792122032787
17,"walking_upstairs","tBodyAccmeanZ",-0.121290442104167
17,"walking_downstairs","tBodyAccmeanZ",-0.0892432745173913
17,"sitting","tBodyAccmeanZ",-0.11362408509375
17,"standing","tBodyAccmeanZ",-0.111432145565
17,"laying","tBodyAccmeanZ",-0.107006279704225
18,"walking","tBodyAccmeanZ",-0.104218315464286
18,"walking_upstairs","tBodyAccmeanZ",-0.112655891327586
18,"walking_downstairs","tBodyAccmeanZ",-0.1033908092
18,"sitting","tBodyAccmeanZ",-0.111904775824561
18,"standing","tBodyAccmeanZ",-0.108453355945205
18,"laying","tBodyAccmeanZ",-0.107698927907692
19,"walking","tBodyAccmeanZ",-0.122736673192308
19,"walking_upstairs","tBodyAccmeanZ",-0.151054607725
19,"walking_downstairs","tBodyAccmeanZ",-0.133695240660974
19,"sitting","tBodyAccmeanZ",-0.10870765430137
19,"standing","tBodyAccmeanZ",-0.10904190460274
19,"laying","tBodyAccmeanZ",-0.10898146186747
20,"walking","tBodyAccmeanZ",-0.113539477098039
20,"walking_upstairs","tBodyAccmeanZ",-0.121023947784314
20,"walking_downstairs","tBodyAccmeanZ",-0.104602925937778
20,"sitting","tBodyAccmeanZ",-0.108369634515152
20,"standing","tBodyAccmeanZ",-0.100402759931507
20,"laying","tBodyAccmeanZ",-0.104274322538235
21,"walking","tBodyAccmeanZ",-0.104319332403846
21,"walking_upstairs","tBodyAccmeanZ",-0.125414265340426
21,"walking_downstairs","tBodyAccmeanZ",-0.09816866218
21,"sitting","tBodyAccmeanZ",-0.112057887741176
21,"standing","tBodyAccmeanZ",-0.110417855808989
21,"laying","tBodyAccmeanZ",-0.103253832233333
22,"walking","tBodyAccmeanZ",-0.107112510934783
22,"walking_upstairs","tBodyAccmeanZ",-0.117550861738095
22,"walking_downstairs","tBodyAccmeanZ",-0.1074157796
22,"sitting","tBodyAccmeanZ",-0.105827369516129
22,"standing","tBodyAccmeanZ",-0.104967423820635
22,"laying","tBodyAccmeanZ",-0.110800924652778
23,"walking","tBodyAccmeanZ",-0.113382994084746
23,"walking_upstairs","tBodyAccmeanZ",-0.126890616782353
23,"walking_downstairs","tBodyAccmeanZ",-0.0988123712574074
23,"sitting","tBodyAccmeanZ",-0.103808679294118
23,"standing","tBodyAccmeanZ",-0.1105970177575
23,"laying","tBodyAccmeanZ",-0.104256776291667
24,"walking","tBodyAccmeanZ",-0.110595952913793
